id,source_sha256,profile,source_path,source_line,original,resource_kind,review_status,translation_zh-Hans,translation_zh-Hant
data/abilities/descriptions.asm::CloudNineDescription::1,d054b30492e18818ba7b1a8bf14ffa3cd15a407b368393226dd2f59e0085aef5,normal,data/abilities/descriptions.asm,232,"Eliminates effects
{next}
of weather.
{done}",text,ready,,
data/abilities/descriptions.asm::CompoundEyesDescription::1,9e333548f1562f8be7902f769a374d1de3a411da6d03d2dc65dcd0e3952e0590,normal,data/abilities/descriptions.asm,237,"Boosts the Poké-
{next}
mon's accuracy.
{done}",text,ready,,
data/abilities/descriptions.asm::VitalSpiritDescription::1,10cc2e4063297205030893b1abe36564097b2ea5a392a51fdc2e0bc3099b3b21,normal,data/abilities/descriptions.asm,243,"Prevents it from
{next}
falling asleep.
{done}",text,ready,,
data/abilities/descriptions.asm::PastelVeilDescription::1,f1b414bd335da5f42c6c4a009e10856fbac314b69fe36c9cb1a76c53f2012270,normal,data/abilities/descriptions.asm,249,"Prevents it from
{next}
getting poisoned.
{done}",text,ready,,
data/abilities/descriptions.asm::FlashFireDescription::1,cc48da9337c28bebf075800ec7a28c27f8103d967d298297389669e805533c1e,normal,data/abilities/descriptions.asm,254,"Boosts Fire moves
{next}
if hit by one.
{done}",text,ready,,
data/abilities/descriptions.asm::ShieldDustDescription::1,7851973d7cb224fb34f6e3fe7c6648b4cf27b96f4d19130fafb5a56d682d1c9b,normal,data/abilities/descriptions.asm,259,"Blocks additional
{next}
attack effects.
{done}",text,ready,,
data/abilities/descriptions.asm::OwnTempoDescription::1,f5ae996746133ebfaff0408defe3d808b08b20e8587be957e797b31288156200,normal,data/abilities/descriptions.asm,264,"Prevents it from
{next}
becoming confused.
{done}",text,ready,,
data/abilities/descriptions.asm::SuctionCupsDescription::1,d10bb57ca79663738fffd8878643bd1a521120980bb3bf44452358ced2dee09f,normal,data/abilities/descriptions.asm,269,"Negates forced
{next}
switch-outs.
{done}",text,ready,,
data/abilities/descriptions.asm::IntimidateDescription::1,8babd9d4f3a8839ffd73f0ef23d587ccf8adcf9a2ee24258e019f819c7c40425,normal,data/abilities/descriptions.asm,274,"Lowers the foe's
{next}
Attack stat.
{done}",text,ready,,
data/abilities/descriptions.asm::ShadowTagDescription::1,52f933b999061f5a9487e1c20f3d3d4b5007879477f6021184416783d0558022,normal,data/abilities/descriptions.asm,279,"Prevents the foe
{next}
from escaping.
{done}",text,ready,,
data/abilities/descriptions.asm::LevitateDescription::1,a850ef073609aeab3464a7e8d87182b6cbcfa495570dc79ee78b155a9bf00b2e,normal,data/abilities/descriptions.asm,284,"Gives immunity to
{next}
Ground-type moves.
{done}",text,ready,,
data/abilities/descriptions.asm::EffectSporeDescription::1,863f4282c72cb42cf9b800fc60b3e8f54e0b4eb0153e6b8d18bfcaa681f09726,normal,data/abilities/descriptions.asm,289,"Contact may cause
{next}
Par, Psn, or Slp.
{done}",text,ready,,
data/abilities/descriptions.asm::SynchronizeDescription::1,82efb3f61f8cacc022b0d1b9a9cf12938091bce001da65b9bf1ea82d0f5dd579,normal,data/abilities/descriptions.asm,294,"Passes Psn, Par,
{next}
or Brn to foes.
{done}",text,ready,,
data/abilities/descriptions.asm::WhiteSmokeDescription::1,d2751404f3f42b221c929ccca0d62533d4bc3cdde129806d9a0d9208f943890f,normal,data/abilities/descriptions.asm,300,"Prevents foes from
{next}
lowering stats.
{done}",text,ready,,
data/abilities/descriptions.asm::NaturalCureDescription::1,c50f60de4a743e359600442a418ce37da275ced42bca89ee018721d62e6e5646,normal,data/abilities/descriptions.asm,305,"Switch-outs heal
{next}
status problems.
{done}",text,ready,,
data/abilities/descriptions.asm::LightningRodDescription::1,979c2ca48dc86258cd43846632315b14a356390afc6179064734df9be265a941,normal,data/abilities/descriptions.asm,310,"Electric moves
{next}
boost Sp.Atk.
{done}",text,ready,,
data/abilities/descriptions.asm::SereneGraceDescription::1,2da664fbbf09dc59694f9f686c86f20ac8a63a988044468282784219cfe25c26,normal,data/abilities/descriptions.asm,315,"Boosts the rate of
{next}
added effects.
{done}",text,ready,,
data/abilities/descriptions.asm::SwiftSwimDescription::1,a5adcedf79b6df18a3a04b1d03d2470f65f1d18be1047b9ffa9b0d3e57d1046a,normal,data/abilities/descriptions.asm,320,"Boosts its Speed
{next}
in rain.
{done}",text,ready,,
data/abilities/descriptions.asm::ChlorophyllDescription::1,aa79708b8c2acaa5d7af3e9fb113530fc144df71bcddce147c26acf18dc92ac3,normal,data/abilities/descriptions.asm,325,"Boosts its Speed
{next}
in sunshine.
{done}",text,ready,,
data/abilities/descriptions.asm::IlluminateDescription::1,8801032b9c9747c06dba52e7c0f02bad15f741a8f0f8af4ee67aa324ed054d62,normal,data/abilities/descriptions.asm,330,"Raises the rate
{next}
of wild #mon.
{done}",text,ready,,
data/abilities/descriptions.asm::TraceDescription::1,a1efd98a23b61012ecc5867f3ceae47066fd2eeff2b5743950d6b282e3d22bb5,normal,data/abilities/descriptions.asm,335,"Copies the foe's
{next}
Ability.
{done}",text,ready,,
data/abilities/descriptions.asm::HugePowerDescription::1,9609fd00bdf00c69de2ad3cf1454ca7d9fcd8a17505ad3cc23ee000c6c0cc278,normal,data/abilities/descriptions.asm,340,"Boosts its Attack
{next}
stat.
{done}",text,ready,,
data/abilities/descriptions.asm::PoisonPointDescription::1,43c40e9ed00ec1154e9b74049382feacde2ae159fc2b6324dc0e1864dc58cde7,normal,data/abilities/descriptions.asm,345,"Contact may poison
{next}
the foe.
{done}",text,ready,,
data/abilities/descriptions.asm::InnerFocusDescription::1,509c5da5032f1633efaa88cedc873096f053bc86c3b5ca0f4cb74da804f9a40f,normal,data/abilities/descriptions.asm,350,"Protects it from
{next}
flinching.
{done}",text,ready,,
data/abilities/descriptions.asm::MagmaArmorDescription::1,a61715f12cdb319e8ea4d1423bccea6da4984b6bed9fc45e0d6ef86e5263d84a,normal,data/abilities/descriptions.asm,355,"Prevents it from
{next}
becoming frozen.
{done}",text,ready,,
data/abilities/descriptions.asm::WaterVeilDescription::1,cb30563b5e6363150e1b789ea2bb88c50460ac2bf4805d4f00364363b93a0691,normal,data/abilities/descriptions.asm,360,"Prevents it from
{next}
getting a burn.
{done}",text,ready,,
data/abilities/descriptions.asm::MagnetPullDescription::1,b9f42a33ea4d010464a4aff133cf3a951c2ae61c7e947cf0fc73b6a2a4ada135,normal,data/abilities/descriptions.asm,365,"Prevents escape by
{next}
Steel-type foes.
{done}",text,ready,,
data/abilities/descriptions.asm::SoundproofDescription::1,5dbd0ec6643d2c43fa09dbd6bec5da1bc4e1472f6f3f9e1aefb34f556f962daf,normal,data/abilities/descriptions.asm,370,"Gives immunity to
{next}
sound-based moves.
{done}",text,ready,,
data/abilities/descriptions.asm::RainDishDescription::1,2e2b1aa61ac7ba67a909d1f6a3e7bfd0d72de81c1ad7a70056dbf368f7214ac1,normal,data/abilities/descriptions.asm,375,"Gradually regains
{next}
HP in rain.
{done}",text,ready,,
data/abilities/descriptions.asm::SandStreamDescription::1,8dc22a09001d0868d3057ed4191657a9e7427694cb0af6e8bfef52baae496fa4,normal,data/abilities/descriptions.asm,380,"Summons sandstorm
{next}
when switched in.
{done}",text,ready,,
data/abilities/descriptions.asm::PressureDescription::1,8f26648b53923d5f62486836ca08630152b49bfdab274708986a769e27362792,normal,data/abilities/descriptions.asm,385,"Raises the foe's
{next}
PP usage.
{done}",text,ready,,
data/abilities/descriptions.asm::ThickFatDescription::1,79a2523454095b52d99926b1ecaaea0251a4ec96a4f5ccc8c554d4be85160efa,normal,data/abilities/descriptions.asm,390,"Ups resistance to
{next}
Fire and Ice.
{done}",text,ready,,
data/abilities/descriptions.asm::EarlyBirdDescription::1,098a89a885f5da34374f47324c84262d9a1395ea34d3379429f9b13e65fa0209,normal,data/abilities/descriptions.asm,395,"Awakens quickly
{next}
from sleep.
{done}",text,ready,,
data/abilities/descriptions.asm::FlameBodyDescription::1,fb1f1abe80a665c4adad709d711279fb31dd661b2630c414b89cebea5cb9fa6a,normal,data/abilities/descriptions.asm,400,"Contact may burn
{next}
the foe.
{done}",text,ready,,
data/abilities/descriptions.asm::RunAwayDescription::1,eba0a069065309ee5229c6637e567dcf0d0b03a2578f629897217bcc25fbd29f,normal,data/abilities/descriptions.asm,405,"Sure getaway from
{next}
wild #mon.
{done}",text,ready,,
data/abilities/descriptions.asm::KeenEyeDescription::1,8d4c9e929410c9bdf114a734ce7c153c700fa5b0629e6ded8816d18fc0c2d155,normal,data/abilities/descriptions.asm,410,"Prevents foes from
{next}
lowering accuracy.
{done}",text,ready,,
data/abilities/descriptions.asm::HyperCutterDescription::1,c1a8986a505ebed1cc2c20ca6da3d0afe846fd44abe82fac057f6cba4a2066de,normal,data/abilities/descriptions.asm,415,"Prevents foes from
{next}
lowering Attack.
{done}",text,ready,,
data/abilities/descriptions.asm::PickupDescription::1,4c6ade13cf88d7881c402bb7f910ac211aa15419a5cbd47f02042bdb45d2778e,normal,data/abilities/descriptions.asm,420,"The #mon may
{next}
pick up items.
{done}",text,ready,,
data/abilities/descriptions.asm::HustleDescription::1,70e64d672898da9787a55c63ba2c1c9bb942ad418285b2a10ebc4cd646e9129d,normal,data/abilities/descriptions.asm,425,"Boosts Attack, but
{next}
lowers accuracy.
{done}",text,ready,,
data/abilities/descriptions.asm::CuteCharmDescription::1,701110ab79c8de7efa4ce3fcf51f8d21fc758ee00a4a707fa2e82f9a43e59c66,normal,data/abilities/descriptions.asm,430,"Contact may cause
{next}
infatuation.
{done}",text,ready,,
data/abilities/descriptions.asm::StickyHoldDescription::1,741b574e7d9087c8efa0ac27d7f804e0e232d6517e5e13f4991c638abbcd0bc4,normal,data/abilities/descriptions.asm,435,"Protects it from
{next}
item theft.
{done}",text,ready,,
data/abilities/descriptions.asm::ShedSkinDescription::1,68ec44bcf6942b02a4b2d60601f00afa2b9f1d434ba886301803af1aa56ce797,normal,data/abilities/descriptions.asm,440,"May heal its own
{next}
status problems.
{done}",text,ready,,
data/abilities/descriptions.asm::GutsDescription::1,b8435d800ccc08333451f62f22f604f4eb3ea04e72b6f1fbaef2917dceb9540a,normal,data/abilities/descriptions.asm,445,"Boosts Attack on
{next}
status problems.
{done}",text,ready,,
data/abilities/descriptions.asm::MarvelScaleDescription::1,38149a2841f2c9923fbf1cf4330e26d86235da753a9c1bd20f10a0f4b7b963ef,normal,data/abilities/descriptions.asm,450,"Boosts Defense on
{next}
status problems.
{done}",text,ready,,
data/abilities/descriptions.asm::LiquidOozeDescription::1,3a500fd4e10b7c62b6e74932b1edc9101254d9e484424e60b388106bd57e77c1,normal,data/abilities/descriptions.asm,455,"Damages foes using
{next}
draining moves.
{done}",text,ready,,
data/abilities/descriptions.asm::OvergrowDescription::1,d60b0fc21a3e99978ca0d57d9b882ba915c26da03cb1bf5147990594efd4922c,normal,data/abilities/descriptions.asm,460,"Boosts Grass moves
{next}
in a pinch.
{done}",text,ready,,
data/abilities/descriptions.asm::BlazeDescription::1,7a60bc47c0f918276a415f65b2345b02ba4906451c1af098b208fb40d3b12414,normal,data/abilities/descriptions.asm,465,"Boosts Fire moves
{next}
in a pinch.
{done}",text,ready,,
data/abilities/descriptions.asm::TorrentDescription::1,e2171e913cea5075b2afc4ede92e6d5ca3ea110e762b813a316a9860c40b8425,normal,data/abilities/descriptions.asm,470,"Boosts Water moves
{next}
in a pinch.
{done}",text,ready,,
data/abilities/descriptions.asm::SwarmDescription::1,0746db6bbb634c52b7ec4d007f6763cde73a8c1e45469f5af8e80d3f54ac86a3,normal,data/abilities/descriptions.asm,475,"Boosts Bug moves
{next}
in a pinch.
{done}",text,ready,,
data/abilities/descriptions.asm::RockHeadDescription::1,2a8ee68e7932fefd3c44e1269df8ae6751cbf8b48ae380dea2618ff99583d4c3,normal,data/abilities/descriptions.asm,480,"Protects it from
{next}
recoil damage.
{done}",text,ready,,
data/abilities/descriptions.asm::DroughtDescription::1,b0eacc4a8b04a4014a0a954764017779604cea02f9adac4f6556c330a41eab59,normal,data/abilities/descriptions.asm,485,"Summons sunlight
{next}
when switched in.
{done}",text,ready,,
data/abilities/descriptions.asm::ArenaTrapDescription::1,16ffef11e9274cfc290afdc3210f9a82cbb6e4138c2f0bc942d6b0c6de9f2637,normal,data/abilities/descriptions.asm,490,"Prevents the foe
{next}
from fleeing.
{done}",text,ready,,
data/abilities/descriptions.asm::TangledFeetDescription::1,95ab85c95f7800a3deaaf68d994f2539db564a8fc478b667a6c48c031593ba21,normal,data/abilities/descriptions.asm,495,"Boosts evasion if
{next}
it is confused.
{done}",text,ready,,
data/abilities/descriptions.asm::MotorDriveDescription::1,f88ebe235976bbaa7dda5957a20c93ac2de42adeb96a6bc1103efc10977b5bcf,normal,data/abilities/descriptions.asm,500,"Electric moves
{next}
boost Speed.
{done}",text,ready,,
data/abilities/descriptions.asm::RivalryDescription::1,116851e28cf0c11025ce41f6b115eda449858d31b3fb6fb9043d784b7fc56470,normal,data/abilities/descriptions.asm,505,"Boosts damage to
{next}
same-gender foes.
{done}",text,ready,,
data/abilities/descriptions.asm::SteadfastDescription::1,d331d5c77c51ccd623a7a7946997d87a34ebec9cc5e33c935563219ce5a104d5,normal,data/abilities/descriptions.asm,510,"Boosts Speed when
{next}
it flinches.
{done}",text,ready,,
data/abilities/descriptions.asm::SnowCloakDescription::1,64fb9dd1322f1737078bb78bf5c4c4bea98fb79a63691485ac2af61a8476f45d,normal,data/abilities/descriptions.asm,515,"Boosts evasion in
{next}
hailstorms.
{done}",text,ready,,
data/abilities/descriptions.asm::GluttonyDescription::1,d88fc79c32c634f4d36ec8885dbf568cd4c0840013f094095127c52f05f76154,normal,data/abilities/descriptions.asm,520,"Encourages early
{next}
Berry use.
{done}",text,ready,,
data/abilities/descriptions.asm::AngerPointDescription::1,289af9d6651022e22f2a468d97c37a1a279cddf12dc7895eb5ad2cc46f3da9d5,normal,data/abilities/descriptions.asm,525,"Maxes Attack after
{next}
a critical hit.
{done}",text,ready,,
data/abilities/descriptions.asm::UnburdenDescription::1,24f5d5bae832783ebf305b09488b188df9b5c29b92d6f7398a73aabfa19c5743,normal,data/abilities/descriptions.asm,530,"Boosts Speed when
{next}
held item is lost.
{done}",text,ready,,
data/abilities/descriptions.asm::DrySkinDescription::1,e3bcd263c0c1d09936b47b86b4a1f81f65a1880bdcbe34f58e7af94d423b3d99,normal,data/abilities/descriptions.asm,535,"Reduces HP in sun.
{next}
Water restores HP.
{done}",text,ready,,
data/abilities/descriptions.asm::DownloadDescription::1,01044a7cada1974cf84717d7825dbc8db66fb7d03687c3b89354ca812aa11c8c,normal,data/abilities/descriptions.asm,540,"Adjusts stats based
{next}
on foe's defenses.
{done}",text,ready,,
data/abilities/descriptions.asm::IronFistDescription::1,68e4db3cbb4d14bd9a81f19d35f482a3b23903f474191904d77d88a3d7a070ce,normal,data/abilities/descriptions.asm,545,"Boosts power of
{next}
punching moves.
{done}",text,ready,,
data/abilities/descriptions.asm::PoisonHealDescription::1,49bb154d6b4fc2f867c75370c827e7a0b9fe893b5b7cd2ad8127578d4790e863,normal,data/abilities/descriptions.asm,550,"Restores HP if
{next}
it is poisoned.
{done}",text,ready,,
data/abilities/descriptions.asm::AdaptabilityDescription::1,ad3346fb76029843ed3bb6aa58993ec01a31769bd37fc9f5dd20f9ed8ae0fb3c,normal,data/abilities/descriptions.asm,555,"Powers up same-
{next}
type moves.
{done}",text,ready,,
data/abilities/descriptions.asm::SkillLinkDescription::1,60f562de4d6b5eb036753e60f4cd88e4481ab1401b5cc04c6cefbd75487d8f64,normal,data/abilities/descriptions.asm,560,"Increases multi-
{next}
strike move hits.
{done}",text,ready,,
data/abilities/descriptions.asm::HydrationDescription::1,fdfe0b71aa871c13c8b07754a8bc4ccf5ba1d244d31ecde6d2a774dc5a5c213c,normal,data/abilities/descriptions.asm,565,"Heals status
{next}
problems in rain.
{done}",text,ready,,
data/abilities/descriptions.asm::SolarPowerDescription::1,9934560beffc24e05f0997aba11296c9f66d589bc2b8898245bcac4743fb5966,normal,data/abilities/descriptions.asm,570,"Boosts Sp.Atk but
{next}
lowers HP in sun.
{done}",text,ready,,
data/abilities/descriptions.asm::QuickFeetDescription::1,dc8bdbd42cbfa9c5808ecf269ede03126dc2295e297eb03cf8bb3ab21dc2c73a,normal,data/abilities/descriptions.asm,575,"Boosts Speed with
{next}
status problems.
{done}",text,ready,,
data/abilities/descriptions.asm::SniperDescription::1,5bdb3a53c480fef279cc023b78823f2caa73b5cd2551ac3686e08ca3b248f375,normal,data/abilities/descriptions.asm,580,"Powers up critical
{next}
hits.
{done}",text,ready,,
data/abilities/descriptions.asm::MagicGuardDescription::1,e1ffb3893f156136bd97c3531b765c7638413d2d2a4ee21bef34318e6c003daa,normal,data/abilities/descriptions.asm,585,"Only takes damage
{next}
from attacks.
{done}",text,ready,,
data/abilities/descriptions.asm::NoGuardDescription::1,72b7cb42ae05f909db1fc016ee5923cf1b9d85776e4bd24f5c2332fffc2a79c9,normal,data/abilities/descriptions.asm,590,"Ensures attacks by
{next}
or against it hit.
{done}",text,ready,,
data/abilities/descriptions.asm::TechnicianDescription::1,57dc5d9e8732c86713c3c0a1fa31a67888b875a7d8822cd6e8a90823609c1fad,normal,data/abilities/descriptions.asm,595,"Powers up its
{next}
weaker moves.
{done}",text,ready,,
data/abilities/descriptions.asm::LeafGuardDescription::1,608a37c60e0ff5e983926c3e0d29e718ac2891ad5f2d4f2a9b3337ad792effc4,normal,data/abilities/descriptions.asm,600,"Prevents status
{next}
problems in sun.
{done}",text,ready,,
data/abilities/descriptions.asm::MoldBreakerDescription::1,ed0899db72efff23955d6d63593d30764fe98d609ccb3d2a125619bc973ef1b6,normal,data/abilities/descriptions.asm,605,"Moves disregard
{next}
the foe's ability.
{done}",text,ready,,
data/abilities/descriptions.asm::SuperLuckDescription::1,8041bf4e01928ce4023a9e1c2b3da95800783e071298d7441c3ac074ac8eeb87,normal,data/abilities/descriptions.asm,610,"Boosts the rate
{next}
of critical hits.
{done}",text,ready,,
data/abilities/descriptions.asm::AftermathDescription::1,479c71feff539278e9eb5c3980b56bf493438de0620a3074ff0f90c2dbee3004,normal,data/abilities/descriptions.asm,615,"Damages the foe on
{next}
fainting.
{done}",text,ready,,
data/abilities/descriptions.asm::AnticipationDescription::1,fe93c662dcecea46aca8bcffb5618a23fdbd335b8170c4dcf17177956f8b705d,normal,data/abilities/descriptions.asm,620,"Senses the foe's
{next}
dangerous moves.
{done}",text,ready,,
data/abilities/descriptions.asm::ForewarnDescription::1,d50a72fb14cc679622ae5cfbb1190e1e14ffa76affccc7ca247e8011fe9c24d7,normal,data/abilities/descriptions.asm,625,"Determines the
{next}
foe's moves.
{done}",text,ready,,
data/abilities/descriptions.asm::UnawareDescription::1,8aa05a0666e7bc4d95f16f87a989b6fbeab68a30f6c068ae41d1ca7cbb15c305,normal,data/abilities/descriptions.asm,630,"Ignores the foe's
{next}
stat changes.
{done}",text,ready,,
data/abilities/descriptions.asm::TintedLensDescription::1,a2988ce1b6841a02f330783c3f45c2303d9f206277a9aff7838caff6405ae2e3,normal,data/abilities/descriptions.asm,635,"Powers up not very
{next}
effective moves.
{done}",text,ready,,
data/abilities/descriptions.asm::SolidRockDescription::1,3356a652d9bd17d066ed204b5d98181d18107b255be957a407e869ec446e93e6,normal,data/abilities/descriptions.asm,641,"Reduces super
{next}
effective damage.
{done}",text,ready,,
data/abilities/descriptions.asm::ScrappyDescription::1,4807a9e4a770f7325c4061af865435246e63c5ce11282a827deeb55aa95bc347,normal,data/abilities/descriptions.asm,646,"Enables moves to
{next}
hit Ghost-types.
{done}",text,ready,,
data/abilities/descriptions.asm::IceBodyDescription::1,63b64def9382d6579f76499ba7582385a6cf91c46d0b125a37b0e5068ba0b354,normal,data/abilities/descriptions.asm,651,"Gradually regains
{next}
HP in hail.
{done}",text,ready,,
data/abilities/descriptions.asm::SnowWarningDescription::1,25aab899c9ce0faf7cbe0351fcecfa8aebd62ac42eca142702f83d1f9c0b6c5b,normal,data/abilities/descriptions.asm,656,"Summons hailstorm
{next}
when switched in.
{done}",text,ready,,
data/abilities/descriptions.asm::HoneyGatherDescription::1,55275a81fccd1f95ef482dfa498ceab067625077563114a50dcfe4b7e4e05957,normal,data/abilities/descriptions.asm,661,"The #mon may
{next}
find Sweet Honey.
{done}",text,ready,,
data/abilities/descriptions.asm::FriskDescription::1,47cd7b2985f9b7306e436e9b0df699874c0f43c26f817db16ffcecb53746d817,normal,data/abilities/descriptions.asm,670,"Checks the foe's
{next}
held item.
{done}",text,ready,,
data/abilities/descriptions.asm::RecklessDescription::1,0a7e9e134a469397dc449bf0ad42f287a5ec31727795d7735cad3a805a7038e3,normal,data/abilities/descriptions.asm,675,"Powers up moves
{next}
that recoil.
{done}",text,ready,,
data/abilities/descriptions.asm::BadDreamsDescription::1,295f026a00e831f0194f5abab4f4c6130fd6fec4dcd5f1c203988de0b71b6093,normal,data/abilities/descriptions.asm,680,"Reduces a sleeping
{next}
foe's HP.
{done}",text,ready,,
data/abilities/descriptions.asm::PickpocketDescription::1,03f631ceaf0e8f91e0e95d85c6b908b4505b7fe27b241a809cbfafb83852d916,normal,data/abilities/descriptions.asm,685,"Steals foe's item
{next}
when contacted.
{done}",text,ready,,
data/abilities/descriptions.asm::SheerForceDescription::1,a13897d1ffc9636b64c98063cd016c238d05925db5072555208105cbd0def442,normal,data/abilities/descriptions.asm,690,"Removes effects to
{next}
increase damage.
{done}",text,ready,,
data/abilities/descriptions.asm::ContraryDescription::1,1ad4c5cfc7ce727c5a77b05c02cfb6e882722f24b0e19bd3d668416ec6618b38,normal,data/abilities/descriptions.asm,695,"Inverts the effect
{next}
of stat changes.
{done}",text,ready,,
data/abilities/descriptions.asm::UnnerveDescription::1,d18d18c0687e7277b8b590b96acee944a3e300a8c947e79c496a279c0a44a6a1,normal,data/abilities/descriptions.asm,700,"Prevents foes from
{next}
eating Berries.
{done}",text,ready,,
data/abilities/descriptions.asm::DefiantDescription::1,421561542c02844260292fbd3329fd183db56d07dcff9e7c94bc30aa2aecf6a3,normal,data/abilities/descriptions.asm,705,"Boosts Attack when
{next}
stats are lowered.
{done}",text,ready,,
data/abilities/descriptions.asm::CursedBodyDescription::1,d1e10599a37f8596e7e200d6415128500c4b3ea22d54ed137cd30ce5fcfc0356,normal,data/abilities/descriptions.asm,710,"May disable a move
{next}
used on it.
{done}",text,ready,,
data/abilities/descriptions.asm::WeakArmorDescription::1,5fa55df9846d0af982fec4bfb33e1f3cd15051a59d659cda10092037dbd1fc28,normal,data/abilities/descriptions.asm,715,"Physical attacks
{next}
trade Def for Spe.
{done}",text,ready,,
data/abilities/descriptions.asm::LightMetalDescription::1,17e62c685a6642733ab025844e51272e473dce072680a6d17f961c8477cd00f9,normal,data/abilities/descriptions.asm,720,"Halves the Poké-
{next}
mon's weight.
{done}",text,ready,,
data/abilities/descriptions.asm::MultiscaleDescription::1,3dd9040ed0b7705380891124d031dcbe693c9dd6e768112aae9c879fbd216aad,normal,data/abilities/descriptions.asm,725,"Reduces damage
{next}
when HP is full.
{done}",text,ready,,
data/abilities/descriptions.asm::HarvestDescription::1,d00fbb76e8e82a363064c6f2d67985a4c735dbd4bfe7ffd9a954987454a90732,normal,data/abilities/descriptions.asm,730,"May recreate a
{next}
Berry after use.
{done}",text,ready,,
data/abilities/descriptions.asm::MoodyDescription::1,a66ae5af0cea9eb69ff7d5325db115b97b558c78828a4fa14dd96ab4d971df9b,normal,data/abilities/descriptions.asm,735,"Raises a stat and
{next}
lowers another.
{done}",text,ready,,
data/abilities/descriptions.asm::OvercoatDescription::1,b9838b4f24528e483b9f2b61d9b2451f00e4bcd1d789cbf5f4192b562c7484f3,normal,data/abilities/descriptions.asm,740,"Protects it from
{next}
weather damage.
{done}",text,ready,,
data/abilities/descriptions.asm::PoisonTouchDescription::1,e9ea9dc732f772b6b93fa8c6fae5c11b0b0ed958e67222e3c702949b0c7d1469,normal,data/abilities/descriptions.asm,745,"May poison the foe
{next}
on contact.
{done}",text,ready,,
